user_name,mid,publish_time,emotion_class,risk_class,emotion_confidence,user_type_raw,node_type_3class,in_study_window
Aloooongway_Au,4707210955327247,2021-11-25 00:06:00,M,norisk,0.8,public,ordinary,False
伯远的小朋友,4707211768499848,2021-11-25 00:10:00,L,risk,0.8,public,ordinary,False
原来是玥儿啊,4707212088576591,2021-11-25 00:11:00,M,norisk,0.85,public,ordinary,False
HEIHEIG,4707215397356132,2021-11-25 00:24:00,M,risk,0.95,wemedia,wemedia,False
悭啲啦你,4707219340526329,2021-11-25 00:40:00,H,norisk,0.95,public,ordinary,False
情寓,4707220052509744,2021-11-25 00:42:00,M,risk,0.8,wemedia,wemedia,False
请你喝养乐多可好·,4707226994345104,2021-11-25 01:10:00,M,norisk,0.8,wemedia,wemedia,False
幸福平安如愿如意常一二,4707256866701561,2021-11-25 03:09:00,M,risk,0.8,public,ordinary,False
阿记Tab,4707257495060761,2021-11-25 03:11:00,H,risk,0.95,wemedia,wemedia,False
青澈麦田,4707278023032838,2021-11-25 04:33:00,M,norisk,0.8,public,ordinary,False
北京众成医疗律师团队,4707321471304709,2021-11-25 07:25:00,M,risk,0.95,public,ordinary,False
2023年31岁早日上岸,4707342886896269,2021-11-25 08:51:00,H,risk,0.95,public,ordinary,False
短发晴长,4707343525216283,2021-11-25 08:53:00,M,risk,0.7,wemedia,wemedia,False
活泼的小白羊_,4707344447177270,2021-11-25 08:57:00,H,risk,0.95,public,ordinary,False
嗯_美式,4707354547585775,2021-11-25 09:37:00,H,risk,0.8,wemedia,wemedia,False
啵啵香波,4707357693052364,2021-11-25 09:49:00,L,risk,0.8,public,ordinary,False
撞墙墙本人,4707367260782900,2021-11-25 10:27:00,H,risk,0.9,public,ordinary,False
健康界临床前线,4709252498720296,2021-11-30 15:19:00,M,risk,0.8,other,ordinary,False
潜龙爆笑,4715307720247276,2021-12-17 08:20:00,M,risk,0.8,wemedia,wemedia,False
溧阳人在珀斯,4719599641952369,2021-12-29 04:35:00,M,risk,0.8,public,ordinary,False
溧阳人在珀斯,4719600140288444,2021-12-29 04:37:00,H,risk,0.9,public,ordinary,False
潜龙爆笑,4721530397265211,2022-01-03 12:27:00,M,norisk,0.7,wemedia,wemedia,False
蔡子博士,4722426757776214,2022-01-05 23:48:00,M,norisk,0.95,public,ordinary,False
溧阳人在珀斯,4722812742272714,2022-01-07 01:22:00,M,risk,0.85,public,ordinary,False
溧阳人在珀斯,4723409252516415,2022-01-08 16:53:00,M,risk,0.8,public,ordinary,False
溧阳人在珀斯,4724387323053189,2022-01-11 09:39:00,M,norisk,0.8,public,ordinary,False
溧阳人在珀斯,4724413335078391,2022-01-11 11:22:00,M,risk,0.85,public,ordinary,False
溧阳人在珀斯,4724701928095791,2022-01-12 06:29:00,H,risk,0.95,public,ordinary,False
宋中清主任律师,4724788004129030,2022-01-12 12:11:00,M,risk,0.95,public,ordinary,False
俩儿小人儿,4725255728532968,2022-01-13 19:10:00,L,norisk,0.8,public,ordinary,False
张瑞水下看世界,4725576927806708,2022-01-14 16:26:00,H,risk,0.95,wemedia,wemedia,False
宋中清主任律师,4725680514531990,2022-01-14 23:18:00,M,risk,0.8,public,ordinary,False
溧阳人在珀斯,4725748101022357,2022-01-15 03:46:00,M,norisk,0.8,public,ordinary,False
宋中清主任律师,4725777549754471,2022-01-15 05:43:00,H,risk,0.95,public,ordinary,False
张庆全教授,4725960828518990,2022-01-15 17:52:00,M,norisk,0.7,public,ordinary,False
春野新风,4725996323871312,2022-01-15 20:13:00,M,risk,0.95,public,ordinary,False
硬货先生,4726617449959081,2022-01-17 13:21:00,H,risk,0.8,other,ordinary,False
今日珀斯君,4727101728753175,2022-01-18 21:25:00,M,risk,0.95,wemedia,wemedia,False
新欧洲战法,4727133030586356,2022-01-18 23:30:00,H,risk,0.8,public,ordinary,False
学术头条,4727711329420433,2022-01-20 13:48:00,M,risk,0.95,other,ordinary,False
DB浩浩耗,4728085846687766,2022-01-21 14:36:00,M,risk,0.95,wemedia,wemedia,False
全科学苑,4728103554782154,2022-01-21 15:46:00,M,risk,0.95,other,ordinary,False
溧阳人在珀斯,4728908786961879,2022-01-23 21:06:00,M,risk,0.95,public,ordinary,False
溧阳人在珀斯,4729551241086700,2022-01-25 15:39:00,M,norisk,0.95,public,ordinary,False
溧阳人在珀斯,4729684892320708,2022-01-26 00:30:00,M,risk,0.95,public,ordinary,False
弌弍弎弎肆伍,4733191133332412,2022-02-04 16:42:00,M,norisk,0.95,public,ordinary,False
隐士解惑,4733524659145238,2022-02-05 14:48:00,M,norisk,0.9,wemedia,wemedia,False
董小姐很酷,4734263076061418,2022-02-07 15:42:00,L,risk,0.8,public,ordinary,False
陈文波NP,4734650444158790,2022-02-08 17:21:00,H,risk,0.95,public,ordinary,False
蔡子博士,4735607748952917,2022-02-11 08:45:00,M,risk,0.8,public,ordinary,False
大奥蒙德街儿童医院GOSH,4735996425669529,2022-02-12 10:30:00,M,norisk,0.95,other,ordinary,False
hou酱_jp,4737539800044615,2022-02-16 16:42:00,M,risk,0.8,public,ordinary,False
是丶周同学,4739421368485949,2022-02-21 21:19:00,L,risk,0.8,public,ordinary,False
CasidaGermany,4740116570704172,2022-02-23 19:22:00,M,risk,0.95,public,ordinary,False
诗莉TzeLay,4740507811450104,2022-02-24 21:16:00,M,risk,0.8,public,ordinary,False
天马行空_pro,4741118844996340,2022-02-26 13:44:00,H,risk,0.95,public,ordinary,False
新西兰早知道,4742422955294793,2022-03-02 04:06:00,H,risk,0.95,other,ordinary,False
nipponcom,4742485429193100,2022-03-02 08:15:00,M,risk,0.95,other,ordinary,False
新西兰早知道,4744586796204125,2022-03-08 03:25:00,H,risk,0.95,other,ordinary,False
DQ视角,4744865307432162,2022-03-08 21:51:00,H,risk,0.9,wemedia,wemedia,False
香港中文大学CUHK,4745123756246110,2022-03-09 14:58:00,M,norisk,0.95,other,ordinary,False
蓝色调大叔,4745136145961993,2022-03-09 15:48:00,H,risk,0.95,wemedia,wemedia,False
法国普罗旺斯之心目的地,4746254557119167,2022-03-12 17:52:00,M,norisk,0.85,wemedia,wemedia,False
锋潮科技,4746496550898545,2022-03-13 09:53:00,M,risk,0.95,public,ordinary,False
搜狐视频移动客户端,4746511869545921,2022-03-13 10:54:00,M,risk,0.85,other,ordinary,False
陆梦羽-小豆蔻健康科技,4746535269041955,2022-03-13 12:27:00,M,risk,0.8,public,ordinary,False
陆梦羽-小豆蔻健康科技,4746572506337197,2022-03-13 14:55:00,M,risk,0.85,public,ordinary,False
HY666-,4746601593307773,2022-03-13 16:51:00,M,norisk,0.5,public,ordinary,False
科学声音,4746876186526000,2022-03-14 11:02:00,M,norisk,0.85,public,ordinary,False
周德一,4746878689743149,2022-03-14 11:12:00,M,norisk,0.5,wemedia,wemedia,False
啪哥的窝,4746879538041348,2022-03-14 11:15:00,M,risk,0.5,wemedia,wemedia,False
Felicia91474,4746880552798165,2022-03-14 11:19:00,M,norisk,0.8,public,ordinary,False
种草达人猪哥,4746881329005595,2022-03-14 11:22:00,M,risk,0.85,wemedia,wemedia,False
小猪爱点评,4746882184646235,2022-03-14 11:26:00,M,norisk,0.95,wemedia,wemedia,False
酥皮豆腐小a,4746882351368975,2022-03-14 11:26:00,M,risk,0.8,public,ordinary,False
娱头,4746882679049390,2022-03-14 11:28:00,M,risk,0.5,wemedia,wemedia,False
Justice_联盟,4746883002797007,2022-03-14 11:29:00,H,norisk,0.95,public,ordinary,False
全球时尚视线,4746884713023432,2022-03-14 11:36:00,H,risk,0.95,public,ordinary,False
夏染槿,4746884729540771,2022-03-14 11:36:00,M,risk,0.5,wemedia,wemedia,False
L-ikEXO,4746884981984681,2022-03-14 11:37:00,H,risk,0.95,public,ordinary,False
玉林车务段,4746885899747796,2022-03-14 11:40:00,M,risk,0.8,other,ordinary,False
从此天涯Sept,4746886403589925,2022-03-14 11:42:00,L,risk,0.8,wemedia,wemedia,False
叶清婷,4746886726550184,2022-03-14 11:44:00,M,risk,0.8,public,ordinary,False
用户7557012697,4746886826951793,2022-03-14 11:44:00,H,risk,0.8,public,ordinary,False
WY-KIKU,4746886903500202,2022-03-14 11:44:00,H,norisk,0.9,wemedia,wemedia,False
娱乐圈编外透明粉,4746887305887984,2022-03-14 11:46:00,H,risk,0.95,public,ordinary,False
用户5836008986,4746887716407429,2022-03-14 11:48:00,M,risk,0.8,public,ordinary,False
小蛋糕嘿嘿,4746887933987725,2022-03-14 11:48:00,H,risk,0.8,public,ordinary,False
我在海边挖土豆,4746888060865798,2022-03-14 11:49:00,M,norisk,0.95,public,ordinary,False
芃芃-清风明月,4746888278967021,2022-03-14 11:50:00,M,norisk,0.8,public,ordinary,False
小漂亮一定会看得到太阳的,4746888287096577,2022-03-14 11:50:00,M,norisk,0.8,public,ordinary,False
O失落的枫叶O,4746888504935561,2022-03-14 11:51:00,H,risk,0.95,wemedia,wemedia,False
莫问前程者,4746888773899234,2022-03-14 11:52:00,M,risk,0.85,wemedia,wemedia,False
热爱自然的九四年男孩子,4746889218230286,2022-03-14 11:54:00,M,risk,0.8,public,ordinary,False
翻转东京在日本,4746889964293475,2022-03-14 11:57:00,M,norisk,0.8,wemedia,wemedia,False
恐惧三桅帆船,4746890514009367,2022-03-14 11:59:00,M,risk,0.8,public,ordinary,False
日本衣食住行,4746890908270736,2022-03-14 12:00:00,M,norisk,0.8,wemedia,wemedia,False
清泉Talk,4746891277370783,2022-03-14 12:02:00,M,risk,0.8,public,ordinary,False
佳琪吖bb,4746891625762597,2022-03-14 12:03:00,M,norisk,0.8,public,ordinary,False
叶枝莎纱,4746891630218421,2022-03-14 12:03:00,M,norisk,0.8,public,ordinary,False
橘子凉了aa,4746891675831789,2022-03-14 12:03:00,M,risk,0.8,public,ordinary,False
猫猫虫大佬,4746891684742834,2022-03-14 12:03:00,L,risk,0.75,public,ordinary,False
拥抱大同世界的潇雨老师,4746892187275383,2022-03-14 12:05:00,M,norisk,0.5,public,ordinary,False
云卿丷,4746892297374648,2022-03-14 12:06:00,M,norisk,0.8,public,ordinary,False
捕捉一只野生章鱼,4746892421890226,2022-03-14 12:06:00,L,risk,0.9,wemedia,wemedia,False
改不了昵称是怎么回事,4746892442864403,2022-03-14 12:06:00,H,norisk,0.95,public,ordinary,False
WS偏执狂,4746892464097257,2022-03-14 12:06:00,H,risk,0.95,public,ordinary,False
爱吃抹茶冰激凌的小桃,4746892589929203,2022-03-14 12:07:00,H,risk,0.95,public,ordinary,False
猫头鹰丢了,4746892628724935,2022-03-14 12:07:00,M,risk,0.8,public,ordinary,False
蜜桃碎冰可爱多,4746892757699399,2022-03-14 12:08:00,H,risk,0.9,wemedia,wemedia,False
ohmycherrybomb,4746892808029554,2022-03-14 12:08:00,H,risk,0.95,public,ordinary,False
我在梦里下坠,4746893840090476,2022-03-14 12:12:00,L,norisk,0.8,public,ordinary,False
要上岸的UU,4746894075760335,2022-03-14 12:13:00,H,risk,0.8,public,ordinary,False
沈阳铁路,4746894133430087,2022-03-14 12:13:00,M,risk,0.85,other,ordinary,False
夕影_Euphy,4746894381683624,2022-03-14 12:14:00,H,risk,0.95,public,ordinary,False
要还我一个健康爸爸,4746894436469192,2022-03-14 12:14:00,L,risk,0.8,public,ordinary,False
·弃暗投我·,4746894570161810,2022-03-14 12:15:00,H,risk,0.9,wemedia,wemedia,False
不达礼,4746894734266732,2022-03-14 12:16:00,M,risk,0.5,public,ordinary,False
银心啊银心,4746894851703102,2022-03-14 12:16:00,M,risk,0.8,public,ordinary,False
新都发布,4746894946864915,2022-03-14 12:16:00,M,risk,0.95,government,mainstream,False
炫酷赛车321,4746895244918901,2022-03-14 12:18:00,M,risk,0.8,public,ordinary,False
大鸣二鸣,4746895333528697,2022-03-14 12:18:00,H,risk,0.8,public,ordinary,False
英仙座上有只小瓜,4746895643379683,2022-03-14 12:19:00,L,risk,0.8,wemedia,wemedia,False
人得有所谓,4746896026109000,2022-03-14 12:21:00,M,risk,0.8,public,ordinary,False
HelmJ7,4746896218787781,2022-03-14 12:21:00,M,norisk,0.8,public,ordinary,False
沐小晫,4746896575567132,2022-03-14 12:23:00,L,risk,0.8,public,ordinary,False
哎嗨呦喂咦2呀,4746896663644653,2022-03-14 12:23:00,H,risk,0.95,public,ordinary,False
深职院SIC,4746896800746108,2022-03-14 12:24:00,M,norisk,0.8,other,ordinary,False
我是猫猫的薛定谔,4746897103783829,2022-03-14 12:25:00,L,risk,0.8,public,ordinary,False
旭哥的雷场,4746897128164507,2022-03-14 12:25:00,L,risk,0.8,wemedia,wemedia,False
读书就对了,4746897493333038,2022-03-14 12:26:00,M,risk,0.85,wemedia,wemedia,False
菱芏,4746897514301374,2022-03-14 12:27:00,L,risk,0.8,public,ordinary,False
锥锥锥锥锥龙帮小弟,4746897707241138,2022-03-14 12:27:00,L,norisk,0.8,public,ordinary,False
胜利主义章北海,4746897728210734,2022-03-14 12:27:00,M,norisk,0.8,public,ordinary,False
皇太子妃的秘密花园,4746897786931177,2022-03-14 12:28:00,H,risk,0.8,public,ordinary,False
五斗米和六便士,4746897833853065,2022-03-14 12:28:00,L,risk,0.7,public,ordinary,False
一坨毛线而已,4746898201646710,2022-03-14 12:29:00,L,norisk,0.8,public,ordinary,False
雁过薅毛,4746898307810006,2022-03-14 12:30:00,H,risk,0.8,public,ordinary,False
是龙崽崽啊,4746898462213825,2022-03-14 12:30:00,H,risk,0.85,public,ordinary,False
小猫病·,4746898621595818,2022-03-14 12:31:00,L,risk,0.8,wemedia,wemedia,False
揍咩野,4746898651746607,2022-03-14 12:31:00,L,risk,0.8,wemedia,wemedia,False
路锦萍,4746898860937532,2022-03-14 12:32:00,L,risk,0.8,public,ordinary,False
流浪漫游者,4746899007733941,2022-03-14 12:32:00,M,norisk,0.8,public,ordinary,False
Carpe-diem桃子,4746899029231150,2022-03-14 12:33:00,M,risk,0.8,public,ordinary,False
少吃一点总是没错,4746899178918470,2022-03-14 12:33:00,M,norisk,0.8,public,ordinary,False
谢骛清,4746899297407805,2022-03-14 12:34:00,L,risk,0.8,wemedia,wemedia,False
爱上丸子头女孩,4746899578685068,2022-03-14 12:35:00,M,norisk,0.5,public,ordinary,False
董云飞爱唱歌,4746899616170520,2022-03-14 12:35:00,M,norisk,0.8,wemedia,wemedia,False
ELF_Wyx,4746899648944593,2022-03-14 12:35:00,L,risk,0.8,public,ordinary,False
小柴学长长,4746899649464642,2022-03-14 12:35:00,H,risk,0.8,wemedia,wemedia,False
元气甜心朴稚橙,4746900135741812,2022-03-14 12:37:00,H,risk,0.95,public,ordinary,False
邂逅相宇Yu_,4746900199181215,2022-03-14 12:37:00,M,risk,0.8,wemedia,wemedia,False
堆堆土豆,4746900278876031,2022-03-14 12:38:00,L,risk,0.8,public,ordinary,False
脑迷和梦中人0822,4746900525547894,2022-03-14 12:39:00,M,norisk,0.5,public,ordinary,False
渝A薯小條,4746900550718178,2022-03-14 12:39:00,M,risk,0.8,public,ordinary,False
幸福属于薇薇,4746900609440699,2022-03-14 12:39:00,L,risk,0.8,wemedia,wemedia,False
重度重度重度颜控,4746900635651749,2022-03-14 12:39:00,H,norisk,0.95,public,ordinary,False
珂啊别啊别,4746900656099560,2022-03-14 12:39:00,M,risk,0.8,wemedia,wemedia,False
Pink2Much,4746900811809390,2022-03-14 12:40:00,M,risk,0.8,public,ordinary,False
饺子真好吃63594,4746900818894117,2022-03-14 12:40:00,M,norisk,0.8,wemedia,wemedia,False
三福耳耳,4746900937116736,2022-03-14 12:40:00,M,norisk,0.8,public,ordinary,False
暮颜飞雪,4746900987711578,2022-03-14 12:40:00,L,risk,0.8,wemedia,wemedia,False
抹茶茶的粉,4746901046170312,2022-03-14 12:41:00,H,norisk,0.95,public,ordinary,False
精瘦先生,4746901104624008,2022-03-14 12:41:00,M,norisk,0.5,wemedia,wemedia,False
房东俱乐部,4746901142117545,2022-03-14 12:41:00,M,norisk,0.8,wemedia,wemedia,False
有你的星海,4746901272659382,2022-03-14 12:41:00,L,norisk,0.8,public,ordinary,False
微儿要开心呀,4746901297040822,2022-03-14 12:42:00,L,risk,0.8,wemedia,wemedia,False
诗香墨雨,4746901364937859,2022-03-14 12:42:00,H,risk,0.95,public,ordinary,False
阿寻寻瞎逛中,4746901368869471,2022-03-14 12:42:00,L,risk,0.7,public,ordinary,False
一口豆沙甜馅儿,4746901411597513,2022-03-14 12:42:00,M,risk,0.5,public,ordinary,False
ICEY_0v0,4746901557349983,2022-03-14 12:43:00,H,norisk,0.95,public,ordinary,False
奕叶南末,4746901608466159,2022-03-14 12:43:00,H,risk,0.8,public,ordinary,False
乌梅桑葚黑芝麻,4746901646214855,2022-03-14 12:43:00,H,risk,0.95,public,ordinary,False
喵喵的小鑫,4746901649886865,2022-03-14 12:43:00,L,risk,0.8,public,ordinary,False
改名字咋这么麻烦,4746901654865839,2022-03-14 12:43:00,L,risk,0.8,public,ordinary,False
凤梨酥里没菠萝,4746901716470325,2022-03-14 12:43:00,M,risk,0.8,public,ordinary,False
Naked_bb,4746901793015110,2022-03-14 12:44:00,M,norisk,0.8,public,ordinary,False
不和没写完作业的玩,4746901822378226,2022-03-14 12:44:00,H,risk,0.95,public,ordinary,False
水至尊,4746901864580803,2022-03-14 12:44:00,M,risk,0.95,wemedia,wemedia,False
走文羽,4746901926973292,2022-03-14 12:44:00,H,risk,0.95,public,ordinary,False
唯唯儿爱做梦,4746902002471632,2022-03-14 12:44:00,L,risk,0.9,public,ordinary,False
脊柱侧弯吴老师,4746902010856998,2022-03-14 12:44:00,M,risk,0.8,public,ordinary,False
短线龙头彪哥,4746902069051762,2022-03-14 12:45:00,M,norisk,0.95,wemedia,wemedia,False
冻柠可乐不加冰,4746902131970344,2022-03-14 12:45:00,M,risk,0.8,wemedia,wemedia,False
惊呆了de社会学,4746902178631056,2022-03-14 12:45:00,H,risk,0.8,wemedia,wemedia,False
甜言蜜語·星遇,4746902179153006,2022-03-14 12:45:00,M,norisk,0.8,public,ordinary,False
大白丸丸,4746902191738545,2022-03-14 12:45:00,M,norisk,0.5,public,ordinary,False
寻N4,4746902219787014,2022-03-14 12:45:00,M,risk,0.7,public,ordinary,False
轻飘飘的醉斜阳,4746902241542855,2022-03-14 12:45:00,M,risk,0.8,public,ordinary,False
sweetie可爱收藏家,4746902266448275,2022-03-14 12:45:00,H,risk,0.85,public,ordinary,False
爱似一稻guan,4746902367634309,2022-03-14 12:46:00,M,risk,0.8,public,ordinary,False
温凉的开水Yu_,4746902392799919,2022-03-14 12:46:00,L,risk,0.8,wemedia,wemedia,False
芋泥青稞奶绿1,4746902501067712,2022-03-14 12:46:00,L,risk,0.8,wemedia,wemedia,False
锤爆鱼狗的阿利呀,4746902505259362,2022-03-14 12:46:00,M,norisk,0.95,public,ordinary,False
陳大大大小小小希,4746902522822823,2022-03-14 12:46:00,M,norisk,0.8,public,ordinary,False
杨波老师讲注会,4746902525971723,2022-03-14 12:46:00,H,risk,0.9,wemedia,wemedia,False
托马斯酷屁屁,4746902547467183,2022-03-14 12:47:00,H,norisk,0.95,public,ordinary,False
凉粉小哥哥_,4746902560314212,2022-03-14 12:47:00,M,risk,0.8,wemedia,wemedia,False
奈奈吃火锅wow,4746902588889599,2022-03-14 12:47:00,H,risk,0.9,public,ordinary,False
喏崽爱吃糖,4746902614311901,2022-03-14 12:47:00,H,risk,0.95,public,ordinary,False
o要好好吃饭-,4746902791261391,2022-03-14 12:48:00,L,risk,0.85,wemedia,wemedia,False
Nichole快乐星球,4746902795456852,2022-03-14 12:48:00,L,risk,0.8,public,ordinary,False
馋你身子很久了,4746902820356131,2022-03-14 12:48:00,M,norisk,0.5,public,ordinary,False
独角兽玄学10-07,4746902984459747,2022-03-14 12:48:00,M,norisk,0.5,public,ordinary,False
勇远心中的宝,4746902999931668,2022-03-14 12:48:00,L,norisk,0.8,public,ordinary,False
好朋友手牵手,4746903005432745,2022-03-14 12:48:00,L,risk,0.8,public,ordinary,False
慕容蛋蛋儿,4746903134936464,2022-03-14 12:49:00,H,risk,0.95,public,ordinary,False
椰椰啵崽兔,4746903160621562,2022-03-14 12:49:00,M,risk,0.8,wemedia,wemedia,False
吃遍喜欢的,4746903230877276,2022-03-14 12:49:00,L,norisk,0.7,public,ordinary,False
幸运星_JASON麦瑁,4746903234808035,2022-03-14 12:49:00,H,risk,0.8,public,ordinary,False
想做涟漪,4746903248441128,2022-03-14 12:49:00,L,risk,0.8,public,ordinary,False
美索不达米亚大神仙,4746903394192308,2022-03-14 12:50:00,H,risk,0.85,public,ordinary,False
亦心橙儿,4746903424338401,2022-03-14 12:50:00,M,norisk,0.5,public,ordinary,False
MaoMao的柚子牛,4746903479127930,2022-03-14 12:50:00,M,norisk,0.8,public,ordinary,False
Salhai,4746903562225964,2022-03-14 12:51:00,M,norisk,0.85,public,ordinary,False
minordemon,4746903609150035,2022-03-14 12:51:00,H,risk,0.95,public,ordinary,False
猫猫祝我恭喜發財k,4746903642969331,2022-03-14 12:51:00,M,risk,0.8,wemedia,wemedia,False
今天我拥有房子了吗,4746903655546931,2022-03-14 12:51:00,M,risk,0.8,public,ordinary,False
申禾兑贝,4746903662625642,2022-03-14 12:51:00,H,risk,0.8,public,ordinary,False
呼和浩特观事,4746903710077151,2022-03-14 12:51:00,M,norisk,0.95,wemedia,wemedia,False
我会找到什么,4746903763291310,2022-03-14 12:51:00,M,norisk,0.85,public,ordinary,False
全世界晚安w,4746903788721948,2022-03-14 12:51:00,H,risk,0.9,public,ordinary,False
Cahn_92,4746903936043733,2022-03-14 12:52:00,M,norisk,0.8,wemedia,wemedia,False
PastDream_,4746903948366775,2022-03-14 12:52:00,L,risk,0.8,wemedia,wemedia,False
曜北斗-莹莹,4746903952296694,2022-03-14 12:52:00,L,risk,0.8,public,ordinary,False
纯白de星海Lilith,4746904070001258,2022-03-14 12:53:00,M,norisk,0.95,public,ordinary,False
我有一只锦鲤喵呀,4746904116923554,2022-03-14 12:53:00,M,norisk,0.8,public,ordinary,False
百香果柠檬绿茶,4746904254812668,2022-03-14 12:53:00,M,norisk,0.5,wemedia,wemedia,False
路诞先生,4746904276309537,2022-03-14 12:53:00,H,risk,0.8,public,ordinary,False
雷圣洁在干嘛,4746904279713833,2022-03-14 12:53:00,M,norisk,0.5,public,ordinary,False
念夏末初秋,4746904329782328,2022-03-14 12:54:00,M,norisk,0.8,public,ordinary,False
传媒人在线,4746904342369660,2022-03-14 12:54:00,M,norisk,0.8,public,ordinary,False
萌花溪1,4746904347609470,2022-03-14 12:54:00,M,risk,0.8,public,ordinary,False
小赵同学唱赞歌,4746904518267626,2022-03-14 12:54:00,M,norisk,0.8,public,ordinary,False
