mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,video_download_url,forward_num,comment_num,like_num,source,location_url,location_name,publish_location,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4801178170558581,扎西德勒·天珠收藏,https://weibo.com/1165975013,红V认证,https://weibo.com/1165975013/M0uEh2ljn,2022-08-11 07:19,【#白宫承认拜登出现新冠后遗症#】俄罗斯卫星通讯社华盛顿电 白宫通报称，美国总统拜登还有新冠感染“后遗症”，偶尔需要使用吸入器压制咳嗽。上周末正式宣布康复，结束多日的隔离，但在8月9日的演讲因咳嗽而多次中断并明显患有鼻炎。美国白宫发言人卡琳让-皮埃尔指出：“我们现在看到的是后遗症。”让-皮埃尔称：“他有吸入器，偶尔会用”，拜登在感染病毒前就患有鼻炎。拜登两周前感染新冠病毒，康复相对较快，但随后检测再次呈阳性，8月7日第二次检测依然阳性，已经进入自我隔离并在白宫内继续工作。（来源：俄罗斯卫星通讯社）#拜登公开露面时仍屡次咳嗽并当众擤鼻涕#,https://wx3.sinaimg.cn/large/457f5de5ly1h52gt0nk7tj20hu0cyjsp.jpg,,,5,11,36,iPhone 12,,,,,,{}
4801194143515077,Curry333000,https://weibo.com/5165157253,没有认证,https://weibo.com/5165157253/M0v42eKqN,2022-08-11 08:22,#白宫承认拜登出现新冠后遗症#妈耶，不会嗝屁吧,,,,0,0,0,Note 9 Pro 一亿像素,,,,,,{}
4801209354951315,不可测则不可及立,https://weibo.com/6288830910,没有认证,https://weibo.com/6288830910/M0vszkM3V,2022-08-11 09:22,#白宫承认拜登出现新冠后遗症#应该亡不了。,,,,0,0,0,荣耀9青春版 全屏四摄,,,,,,{}
4801212903326186,胡扯鸡蛋,https://weibo.com/1864856880,黄V认证,https://weibo.com/1864856880/M0vyidXia,2022-08-11 09:37,【#白宫承认拜登出现新冠后遗症#】拜登有全球最顶级的医疗团队，全天候被34个顶级专业家严密监测，隔日测核酸，接近他的所有人都要测！但他一样得新冠，反复阴阳阴阳。他得新冠能打单抗，北京一套房子一针的单抗，但他和多达2300万美国人一样，没有办法不得新冠后遗症……连简单讲个话都要咳嗽不止被迫中断，穿个衣服都找不到袖子，和人握手5秒后就忘掉握过手，还在伸着手等待，没事儿管自己叫“副总统”！你没有这样的医疗团队，你打不起单抗？你也不想变成这样的白痴？那就踏实遵守国家周密免费的防控措施！L一领淡鹅黄的微博视频,,https://video.weibo.com/show?fid=1034:4801015128719388,"https://f.video.weibocdn.com/o0/wuD9eXzClx07YjmsJaOA010412004TM80E010.mp4?label=mp4_720p&template=720x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1708166220&ssig=uYXPALsjsz&KID=unistore,video",0,0,3,微博视频号,,,,,,{}
4801217589412885,月下小景Xiaojing,https://weibo.com/2195562400,没有认证,https://weibo.com/2195562400/M0vFQDuIJ,2022-08-11 09:55,#白宫承认拜登出现新冠后遗症# 😷 拜登两周前感染新冠病毒，康复相对较快，但随后检测再次呈阳性，8月7日第二次检测依然阳性…转发原文：抱歉，作者已设置仅展示半年内微博，此微博已不可见。,,,,0,0,0,,,,,,抱歉，作者已设置仅展示半年内微博，此微博已不可见。 ​,"{""origin_weibo_content"": ""抱歉，作者已设置仅展示半年内微博，此微博已不可见。"", ""origin_weibo_user_name"": null, ""origin_weibo_link"": ""https://weibo.com//weibo.com//M0n9Z4hJQ?refer_flag=1001030103_"", ""origin_weibo_publish_time"": ""2022-08-10 12:15"", ""origin_source"": []}"
4801219605826271,江河潕汉,https://weibo.com/2196900100,黄V认证,https://weibo.com/2196900100/M0vJ6orG7,2022-08-11 10:03,#白宫承认拜登出现新冠后遗症#拜登毕竟已是耄耋之人，或许新冠根本尚未痊愈，只是核酸阴性，现在的症状仍说明拜登未痊愈。,,,,0,0,0,微博搜索,,,,,,{}
4801224513425170,请叫我梦想家啦5,https://weibo.com/5847592024,没有认证,https://weibo.com/5847592024/M0vR1en2G,2022-08-11 10:23,#白宫承认拜登出现新冠后遗症#不利于共存的话不要讲😅,,,,0,0,1,K30 至尊纪念版,,,,,,{}
4801229706233441,Big毕榕,https://weibo.com/7362769007,没有认证,https://weibo.com/7362769007/M0vZoq9Bn,2022-08-11 10:43,#白宫承认拜登出现新冠后遗症# 之前一直听说后遗症，没想到堂堂美国总统也免不了，难道是西方的医学水平不太够,,,,0,0,1,微博搜索,,,,,,{}
4801253491875823,啊华姐姐耶,https://weibo.com/6023591511,没有认证,https://weibo.com/6023591511/M0wBL7RZd,2022-08-11 12:18,#白宫承认拜登出现新冠后遗症#不是大号感冒吗？谁感个冒还出现后遗症的？想想拜登还有顶级医疗资源呵护着他，就这全球顶配的医护条件，感染新冠还出现后遗症了。那万千连病床都抢不到的普通人呢？谁要还说新冠是大号感冒，让拜登去扇他的脸。,,,,0,0,6,iPhone客户端,,,,,,{}
4801253916017888,凌之沙,https://weibo.com/5560125734,没有认证,https://weibo.com/5560125734/M0wCrpfwI,2022-08-11 12:19,#白宫承认拜登出现新冠后遗症#不利于共存，建议封杀,,,,0,0,1,荣耀V20 4800万3D相机,,,,,,{}
4801285830478056,乔家轻云,https://weibo.com/3132612477,蓝V认证,https://weibo.com/3132612477/M0xrV20mA,2022-08-11 14:26,#白宫承认拜登出现新冠后遗症#转发原文：【感染新冠肺炎后遗症有哪些？】感染新冠后遗症主要包括呼吸系统后遗症、循环系统后遗症、神经系统后遗症、心理健康相关后遗症等。具体如下：1、呼吸系统后遗症 新冠病毒首先攻击的是人体肺部，可导致肺部出现器质性及功能性损伤，恢复后可能会出现呼吸系统的后遗症，比如长期咳嗽、胸闷、呼吸困难、   展开c,https://wx2.sinaimg.cn/large/8da9864cly1h4nix0v4ipj20u017s0w0.jpg,,,0,0,0,vivo T1 全芯高能,,,,民权网,【感染新冠肺炎后遗症有哪些？】感染新冠后遗症主要包括呼吸系统后遗症、循环系统后遗症、神经系统后遗症、心理健康相关后遗症等。具体如下：1、呼吸系统后遗症 新冠病毒首先攻击的是人体肺部，可导致肺部出现器质性及功能性损伤，恢复后可能会出现呼吸系统的后遗症，比如长期咳嗽、胸闷、呼吸困难、 ​  展开c,"{""origin_user_name"": ""民权网"", ""origin_user_link"": ""https://weibo.com/u/2376697420"", ""origin_user_verify_typ"": ""蓝V认证"", ""origin_weibo_content"": ""【感染新冠肺炎后遗症有哪些？】感染新冠后遗症主要包括呼吸系统后遗症、循环系统后遗症、神经系统后遗症、心理健康相关后遗症等。具体如下：1、呼吸系统后遗症 新冠病毒首先攻击的是人体肺部，可导致肺部出现器质性及功能性损伤，恢复后可能会出现呼吸系统的后遗症，比如长期咳嗽、胸闷、呼吸困难、   展开c"", ""origin_weibo_link"": ""https://weibo.com//weibo.com/2376697420/LEugAFook?refer_flag=1001030103_"", ""origin_weibo_publish_time"": ""2022-07-29 09:08"", ""origin_source"": ""vivo S5照亮你的美"", ""origin_repost_cnt"": ""1"", ""origin_comment_cnt"": ""0"", ""origin_like_cnt"": ""1"", ""origin_weibo_image_urls"": ""https://wx1.sinaimg.cn/large/8da9864cly1h4nix0v4ipj20u017s0w0.jpg""}"
4802844392167429,星沉的微博,https://weibo.com/1980411715,没有认证,https://weibo.com/1980411715/M1bZJ95Qx,2022-08-15 21:39,“做核酸了吗？”拜登：“做了。”“感染了吗？”拜登：“感染了。”“隔离了吗？”拜登：“隔离了。”“有后遗症吗？”拜登：“出现了。”小丑是谁？#拜登连续一周新冠阳性##拜登新冠仍为阳性将继续隔离##白宫承认拜登出现新冠后遗症#,,,,0,0,0,微博网页版,,,,,,{}
4828396997316380,浅末风尘,https://weibo.com/6351849037,红V认证,https://weibo.com/6351849037/MbUJBuHk8,2022-10-25 09:56,想多了，他只是想去树林子里方便一下。#白宫承认拜登出现新冠后遗症#转发原文：拜登在回白宫时似乎又走错路 L无心简影的微博视频,,https://video.weibo.com/show?fid=1034:4828393045426235,"https://f.video.weibocdn.com/u0/cMay7LjDgx080fRxMOZa01041200d2YY0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1708166258&ssig=WH7M%2FbnSzp&KID=unistore,video",0,0,0,HUAWEI Mate 30 5G,,,,无心简影,拜登在回白宫时似乎又走错路 L无心简影的微博视频 ​,"{""origin_user_name"": ""无心简影"", ""origin_user_link"": ""https://weibo.com/u/5564927603"", ""origin_user_verify_typ"": ""红V认证"", ""origin_weibo_content"": ""拜登在回白宫时似乎又走错路 L无心简影的微博视频"", ""origin_weibo_link"": ""https://weibo.com//weibo.com/5564927603/MbUDA5cko?refer_flag=1001030103_"", ""origin_weibo_publish_time"": ""2022-10-25 09:42"", ""origin_source"": ""微博视频号"", ""origin_repost_cnt"": ""15"", ""origin_comment_cnt"": ""49"", ""origin_like_cnt"": ""191"", ""origin_weibo_image_urls"": """"}"
