mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,forward_num,comment_num,like_num,source,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4864769385303621,美好的圆溜溜,https://weibo.com/3884633681,没有认证,https://weibo.com/3884633681/MraWKmfIh,2023-02-02 18:47,微血栓…还是要认真吃一吃护管素啦～ 随着新冠康复，临床提出一个新名词——长新冠（Long Covid）。世界卫生组织（WHO）将其定义为在新冠感染后3个月仍存在症状，至少持续2个月，且无法用其他诊断来解释；#最为常见的是疲劳、呼吸急促和睡眠障碍或失眠。,https://wx2.sinaimg.cn/large/e78ace51gy1hapc5lt7r6j21400u0wkb.jpg https://wx1.sinaimg.cn/large/e78ace51gy1hapc5m8dv8j20u00kd41x.jpg https://wx4.sinaimg.cn/large/e78ace51gy1hapc5mzfc6j20u017djwm.jpg https://wx1.sinaimg.cn/large/e78ace51gy1hapc5ne2v5j20u018p792.jpg https://wx2.sinaimg.cn/large/e78ace51gy1hapc5oqsx4j20u00zktd1.jpg https://wx4.sinaimg.cn/large/e78ace51gy1hapc5p2bqxj20u00dwabx.jpg https://wx2.sinaimg.cn/large/e78ace51gy1hapc5pf1hjj20u00u0n0e.jpg https://wx2.sinaimg.cn/large/e78ace51gy1hapc5prke2j20u00u0gqx.jpg https://wx2.sinaimg.cn/large/e78ace51gy1hapc5lb5ivj20u00u0gq3.jpg,,0,0,0,iPhone客户端,,,{}
4864802831211057,吃饱吃好健康快乐,https://weibo.com/5455656935,没有认证,https://weibo.com/5455656935/MrbOH553b,2023-02-02 21:00,#微血栓…还是要认真吃一吃护管素啦～# 随着新冠康复，临床提出一个新名词——长新冠（Long Covid）。世界卫生组织（WHO）将其定义为在新冠感染后3个月仍存在症状，至少持续2个月，且无法用其他诊断来解释；#最为常见的是疲劳、呼吸急促和睡眠障碍或失眠。. O绿洲,https://wx1.sinaimg.cn/large/005XdnAHly3hapfzz5a9jj31400u0ajh.jpg https://wx3.sinaimg.cn/large/005XdnAHly3hapfzz0er1j30uo0kt0y9.jpg https://wx1.sinaimg.cn/large/005XdnAHly3hapfzz3n5zj30tz17cai5.jpg https://wx1.sinaimg.cn/large/005XdnAHly3hapfzz9jndj30u018pah8.jpg https://wx2.sinaimg.cn/large/005XdnAHly3hapfzz9xd6j30u00zkdm5.jpg https://wx4.sinaimg.cn/large/005XdnAHly3hapfzzzar6j31100kutfe.jpg https://wx4.sinaimg.cn/large/005XdnAHly3hapfzzf6gmj30u00u0799.jpg https://wx4.sinaimg.cn/large/005XdnAHly3hapfzzglluj30u00u0ahb.jpg https://wx1.sinaimg.cn/large/005XdnAHly3hapfzzjriej30u00u0dmh.jpg,,0,0,0,绿洲APP,,,{}
4864808015107144,小绒绒绒,https://weibo.com/2145633541,没有认证,https://weibo.com/2145633541/MrbX3lqBi,2023-02-02 21:21,曾经用来空腹有氧的健身操，居然我现在能心率飙上170… 这就是long covid吧……,,,0,0,1,iPhone客户端,,,{}
4864817293168792,趙趙的奶茶不見了啦,https://weibo.com/3854537485,没有认证,https://weibo.com/3854537485/Mrcc1dily,2023-02-02 21:58,我真的是long covid没跑😫 每天都要困死了,,,0,0,1,微博小程序,,,{}
4864847211400331,SataCorpion_0617,https://weibo.com/2822528117,没有认证,https://weibo.com/2822528117/MrcYh5ShZ,2023-02-02 23:57,long covid对于我来说就是把上世纪各种类型的业力围困像播电影一般地在脑海里急速划过导致各类应激机制被迫启动怎么这算是要向硅基体出发的第一步吗,,,0,0,0,iPhone客户端,,,{}
4865071208207166,张柏夫,https://weibo.com/5333327125,黄V认证,https://weibo.com/5333327125/MriNyyr3E,2023-02-03 14:47,以色列学者通过对190余万例新冠患者的研究发现，脱发与咳嗽大多可在半年甚至更短的时间内恢复，但其他症状（嗅觉味觉障碍、呼吸障碍、胸痛、疲乏无力、注意力与记忆力受损、心慌、肌肉疼痛、关节痛、头晕等）可以持续半年以上甚至一年以上。这项研究再次说明，新冠病毒对人体的损害是广泛且长期的，应该引起我们更多关注。对于新冠病毒感染后的患者，遇有持续存在的前述各种症状且用其他原因不能解释时，应考虑到“长新冠（Long covid）”的可能，需要在医生指导下科学的康复，必要时予以药物治疗。 2惠州·柏致堂,,,0,0,0,iPhone客户端,,,{}
4865074461937461,驰译星,https://weibo.com/7020052608,蓝V认证,https://weibo.com/7020052608/MriSO881n,2023-02-03 15:00,"#CATTI# #双语阅读# China's economy stands out in global arena 中国经济表现在全球仍然突出In its three-year-long fight against COVID-19, China posted outstanding results in economic development and epidemic control, reinforcing its status as a leading engine for the global economy.在三年抗击新冠肺炎疫情斗争中，中国在经济发展和疫情防控方面取得了突出成绩，其作为世界经济增长重要动力源的地位得到巩固。From 2020 to 2022, China's economy posted an annual average growth of 4.5 percent, outpacing the world average of around 2 percent, according to Yuan Da, director of the Department of National Economy of the National Development and Reform Commission.国家发展改革委国民经济综合司司长袁达表示，2020年到2022年，中国经济年均增长4.5%，超过世界平均水平2%左右。In 2022, the economy grew 3 percent year-on-year to a record high of 121 trillion yuan ($18 trillion), with the increment standing at 6.1 trillion yuan, equivalent to the economic aggregate of a medium-sized country.2022年，中国国内生产总值121万亿元，同比增长3.0%，增量6.1万亿元，相当于一个中等国家的经济总量。It also marks a new and higher level in terms of economic aggregate after the Chinese economy topped the thresholds of 100 trillion yuan and 110 trillion yuan in 2020 and 2021, respectively -- maintaining its position well as the world's second-largest economy.这标志着继2020年和2021年中国经济分别突破100万亿元和110万亿元大关后，中国经济总量再上新台阶，稳居世界第二位。Analysts attributed the hard-won results to the country's effective coordination in fighting COVID-19 and its economic fallouts simultaneously.分析人士认为，中国取得这一不易成果，得益于有效统筹抗击疫情及其对经济的影响。Thanks to effective virus control and timely pro-growth policies, China's economy has quickly emerged from the epidemic-induced slump and consolidated its recovery momentum for a brighter outlook.由于有效的防疫措施和及时的稳增长政策，中国经济很快摆脱了疫情引发的经济衰退，巩固了经济向好势头。*原文来源：O网页链接*译文源自翻译软件，仅供参考；如有更多的翻译意见或建议，欢迎在转发、评论中留言。",https://wx3.sinaimg.cn/large/007F5qmYly1hamoiccgigj30p00fb769.jpg https://wx4.sinaimg.cn/large/007F5qmYly1hamoicsaanj30xa0mwafy.jpg,,0,0,1,微博 weibo.com,,,{}
4865081424222577,滇云发现,https://weibo.com/5289488345,没有认证,https://weibo.com/5289488345/Mrj42hIu5,2023-02-03 15:27,【2023年腾冲科学家论坛“月讲坛”首讲开讲】日前，2023年腾冲科学家论坛“月讲坛”第一讲在腾冲市举行。云南大学附属医院院长韦嘉作题为《新冠病毒感染疫情大流行对健康科学的挑战与对策》的主旨演讲。　　韦嘉院长结合长期从事突发公共卫生应急及病毒性肝炎及相关肝脏疾病研究的临床诊疗、救治经验，紧扣“病毒进化变异的挑战”“长新冠（long Covid）‘是’或‘非’”“世界卫生组织总干事向所有缔约国发出的7点临时建议”为主题，站在全球、全国、全省高度，介绍了国际国内疫情的发展形势和最新研究发展，分享了3年来从事与新冠肺炎疫情诊疗抗疫的有效经验，阐述了新冠肺炎病毒对人类健康带来的影响挑战和长新冠发现、表现、处置及应对措施。强调新冠病毒是人类共同的敌人，通过3年来的新冠抗疫，我们积累了丰富的经验，形成了完善的诊疗救治体系，相信通过彼此分享和共同努力，我们必将战胜新冠大流行这一全人类的敌人。　　在互动交流环节，针对临床诊疗中出现的有关问题，参会的相关部门和医疗从业人员向韦嘉院长进行了提问，韦嘉院长及其专家团成员一一作了回答。　　讲坛结束后，云南大学附属医院与腾冲市人民政府签订了《云南大学附属医院与腾冲市级医院对口支援协议》。,,,0,0,0,微博网页版,,,{}
4865139595285528,是哩是哩啊,https://weibo.com/7803762301,没有认证,https://weibo.com/7803762301/MrkzRmb0s,2023-02-03 19:18,long-covid回趟老家没休息太好，回家之后心悸症状加重，医院大夫问我要不要再查查，我说应该没啥事注意休息就行吧，大夫说是，多注意休息实在不行吃点辅酶Q10得趁2.1-3.1窗口期再出去玩玩3.1估计第二波就来了得注意防护,https://wx2.sinaimg.cn/large/008w7N3Tly1haqilsdv1vj30n00lvabz.jpg,,0,0,0,,,,{}
4865238132326689,待机豆米,https://weibo.com/1954291857,没有认证,https://weibo.com/1954291857/Mrn8N9Lhf,2023-02-04 01:50,也说不好是不是long covid，但我每天都打喷嚏流鼻涕喉咙痒咳嗽好几个月,,,0,0,0,微博轻享版,,,{}
4865302171746665,路人丁开挖掘机,https://weibo.com/3824896388,没有认证,https://weibo.com/3824896388/MroO57ko1,2023-02-04 06:04,昨天去拿药的时候一共走了1000米多点，蹲下休息不知道多少次，中间我一步一字佛号默念着撑着继续往前走，到最后念佛号也忘记了，我爸来接我的时候我已经说不出话，扶我回家躺到床上眼都没力气多睁，努力几秒钟动一个指头跟我爸交流，中午饭一开始是我妈塞到我嘴里，后面才能自己爬起来凑合吃。但是我尼玛羊了之后还是第一次走出1000米这居然还算是创记录的进步。新冠之前我也废#我究竟有多废#但是绝对达不到这样走两公里都不会这样，以前这样的时候起码是上班上了两小时以上才会。 #me/cfs##慢性疲劳综合征##long covid##新冠后遗症#,,,1,6,2,Redmi K40S,,,{}
4865323599921788,Jeff英语,https://weibo.com/6528901675,黄V认证,https://weibo.com/6528901675/MrpmDFD6Q,2023-02-04 07:30,"【中国新冠疫苗三年战“疫”记】2023年1月8日，中国将新型冠状病毒感染由“乙类甲管”调整为“乙类乙管”。这标志着中国战“疫”进入了新阶段。【CATTI】On January 8, 2023, China redefined COVID-19 as a Class-B infectious disease, down from Class A, marking the opening of a new phase in its COVID-19 response. ⭐️redefined  a.重新定义的☃️Class-B infectious disease  乙类传染病抗疫的平稳转段离不开多方面的努力：中国科学家全力研发出多种疫苗；中国疫苗企业夜以继日生产，保障了数十亿剂疫苗的供应；医务工作者坚守一线，进行大规模的接种……【CATTI】The transition was made possible by the country's scientists who developed a range of COVID-19 vaccines, the manufacturers who produced billions of doses of them, and the medical workers who administered them.  ⭐️vaccine  n. 疫苗；（计算机）杀毒软件⭐️dose  n.(药)一剂/服☃️medical worker  医务工作者⭐️administer  v.给予（药物或治疗）正是所有这些努力，保证了中国在两年时间里实现了超过92%的疫苗接种率。【CATTI】Thanks to their concerted efforts, over 92 percent of the population was vaccinated in a two-year-long mass campaign. ⭐️concerted  a.共同筹划的，一致的     ~ efforts  共同努力⭐️vaccine  n. 疫苗；（计算机）杀毒软件 除了保障本国人民的接种需求，中国还加强疫苗国际合作，向120多个国家和国际组织提供了22亿剂新冠疫苗。【CATTI】In addition to meeting its domestic demand, China has also provided 2.2 billion doses of COVID-19 vaccines to more than 120 countries and international organizations. ☃️In addition to   除...之外（还有，也）《中国新冠疫苗三年战“疫“记》将回顾三年来中国在新冠疫苗研发、生产、接种和国际合作等方面的努力和成就。【CATTI】 ""Fighting COVID with Vaccines"" investigates the key role vaccines have played in China's long battle against COVID-19.",https://wx1.sinaimg.cn/large/0077QBzJgy1haq34uqn6hj30fa09sgmg.jpg,,1,2,5,微博网页版,,,{}
4865346143783321,那你先听我说嘛,https://weibo.com/7517497607,没有认证,https://weibo.com/7517497607/MrpX0fSdj,2023-02-04 08:59,我：原来long Covid的一个症状就是情绪低落，难道我最近焦虑得想吐就是因为这个？我朋友：不，你就是写不出论文怕没法毕业我：shut up！,,,0,0,0,iPhone客户端,,,{}
4865400942104158,abalabalahei,https://weibo.com/5027820601,没有认证,https://weibo.com/5027820601/Mrrno8Po2,2023-02-04 12:37,动不动就拉xi 我不会是传说中的LONG COVID吧转发原文：我真的谢，本来觉得好了，结果嗓子又严重了并且，拉肚子三次有个两三天了（不严重 一阵非常肚子疼非常非常急去🚾）新冠，我真的瑞思拜,,,0,0,0,Android,abalabalahei,我真的谢，本来觉得好了，结果嗓子又严重了并且，拉肚子三次有个两三天了（不严重 一阵非常肚子疼非常非常急去🚾）新冠，我真的瑞思拜 ​,"{""origin_user_name"": ""abalabalahei"", ""origin_user_link"": ""https://weibo.com/u/5027820601"", ""origin_user_verify_typ"": ""没有认证"", ""origin_weibo_content"": ""我真的谢，本来觉得好了，结果嗓子又严重了并且，拉肚子三次有个两三天了（不严重 一阵非常肚子疼非常非常急去🚾）新冠，我真的瑞思拜"", ""origin_weibo_link"": ""https://weibo.com//weibo.com/5027820601/MmkvTjD2Q?refer_flag=1001030103_"", ""origin_weibo_publish_time"": ""2023-01-01 21:57"", ""origin_source"": ""Android"", ""origin_repost_cnt"": ""1"", ""origin_comment_cnt"": ""0"", ""origin_like_cnt"": """", ""origin_weibo_image_urls"": """"}"
4865553488945264,FLEDENCE,https://weibo.com/6333788573,没有认证,https://weibo.com/6333788573/MrvlqBx4s,2023-02-04 22:43,"【科学美国人 60秒科学/Scientific American 60-Second Science】新冠速览 第四十三集: 抗病毒药物可以降低新冠后遗症风险 以及 新加强针的表现/COVID Quickly, Episode 43: Antivirals Could Reduce Long COVID Risk, and How Well the New Boosters Work音频来源：Scientific American, 60-Second Science播出时间：2022/11/23官网链接: O网页链接如有疏漏，欢迎指出 O网页链接",,,1,0,0,微博视频号,,,{}
4865557826111782,雪風筝的时光机,https://weibo.com/1419143230,没有认证,https://weibo.com/1419143230/MrvsqpDX8,2023-02-04 23:00,小镇生活。除了酒店的餐厅，在小镇还意外发现了一家水准在线的烧鸟屋。这家以精酿为主的店，会很贴心地标注啤酒的苦度和酒精度。如果是夏天，我应该会选一杯精酿吧。最后还是选了喝一杯日威。烤秋葵和鸡肉串是盐烤那种，比酱烤的口感更清爽爽脆。小镇有个小型电影院，酒店赠送了电影票和咖啡券。酒店对面的雅达书院，对住店客人和小镇业主开放。听说平时也会定期举办一些读书会和课程。一直觉得阳康后，我就是个long covid患者。脑雾好久，做啥事都提不起来精神。一日三餐也都指望队友对付。这次出门走了一趟，回来好像哪儿哪儿都又对劲了。明天孩子们报到，咱们都各自归位啦。 2宜兴·雅达·阳羡溪山小镇中心,https://wx2.sinaimg.cn/large/5496683ely1hart5y0vqlj22402tcb2a.jpg https://wx3.sinaimg.cn/large/5496683ely1hart5zmohuj22c0340u0x.jpg https://wx1.sinaimg.cn/large/5496683ely1hart5lqp8vj23344monph.jpg https://wx4.sinaimg.cn/large/5496683ely1hart5pqguuj24mo3347wl.jpg https://wx3.sinaimg.cn/large/5496683ely1hart5sr2dkj24mo334x6t.jpg https://wx4.sinaimg.cn/large/5496683ely1hart5wusuij24mo334qvb.jpg https://wx3.sinaimg.cn/large/5496683ely1hart5yf0ykj20zk1bfq9k.jpg https://wx1.sinaimg.cn/large/5496683ely1hart6030jkj20xc0r8n2t.jpg https://wx4.sinaimg.cn/large/5496683ely1hart61j27wj235s2dckjl.jpg,,0,6,3,HUAWEI P40 Pro 5G,,,{}
4865769030551574,每日医学资讯,https://weibo.com/1585623215,红V认证,https://weibo.com/1585623215/MrAX52jum,2023-02-05 13:00,"心跳快、脱发…这7个症状与长新冠直接相关，但1年内基本恢复近日，美国密苏里大学的研究人员在"" Open Forum Infectious Diseases ""期刊上发表了一篇题为"" COVID-Specific Long-term Sequelae in Comparison to Common Viral Respiratory Infections：An Analysis of 17487 Infected Adult Patients ""的研究论文。该研究发现，仅有7种症状与长新冠直接相关，包括心跳加快、脱发、疲劳、胸痛、呼吸困难、关节痛和肥胖，在感染后1年内基本恢复。",https://wx4.sinaimg.cn/large/5e82b0afgy1hase0ra97rj20dc2sh4j4.jpg,,19,3,19,微博网页版,,,{}
4865804594053369,当年月光G,https://weibo.com/6235424446,没有认证,https://weibo.com/6235424446/MrBSrh0sV,2023-02-05 15:21,不知道最近有没有人像我一样，这段时间还在所谓“long COVID”后遗症状中挣扎徘徊。身体状况倒退许多，经常胸闷乏力，有时整夜难眠。最近手头事多，也还在咬牙坚持。身体是自己的，只有自己去了解去珍惜。上半年最重要的就是尽快恢复体力，恢复运动计划。还有就是尽可能放下，不期待，少共情，多享受生活。,,,0,17,5,HUAWEI P30 Pro,,,{}
4865867048032096,姓唐的玄丘校尉,https://weibo.com/1071376373,没有认证,https://weibo.com/1071376373/MrDvaxHvW,2023-02-05 19:29,近两周以下顺序发生牙疼脖子下淋巴结疼中耳耳道里面隐隐作痛转头时后脖颈子一根大筋酸疼到不敢动白天精神不振晚上失眠全过程没发烧但始终伴随鼻左侧粘膜萎缩呼吸空气不加热每次出门面临冷空气都是煎熬以及上呼吸道痒偶尔有痰牙疼耳道疼淋巴疼吃了两天甲硝唑，缓解至不疼后面感觉有点神经炎症就吃了芬必得酚咖两天，有缓解但没去根不再继续用药狂补肉蛋奶水果，睡觉今天总体感觉好多了甚至带着老太太出门去看了元宵秧歌游行回到家如预料瘫在沙发上这个阶段老两口状态身体虚想各种办法补肉蛋奶有机会就摁住俩睡觉其它症状还好，很少我就没张罗自己去医院不想他俩担心但，I knowhere long covid isalways,https://wx3.sinaimg.cn/large/3fdbe7f5ly1haststfir4j20qo2hygwy.jpg,,0,4,0,,,,{}
4866106119162407,财经洞察2030,https://weibo.com/6146526345,没有认证,https://weibo.com/6146526345/MrJILCryL,2023-02-06 11:19,#多地中考取消男生1000米女生800米#这不就说明，感染过新冠病毒的人，体质变差了！那么，问题来了:1.能否恢复到正常体质，多久恢复？2.究竟有多少后遗症，或者说是long COVID(长新冠)？3.两个月前，鼓动全民感染的那些个人和机构，尔等如何赎罪？#新冠病毒感染人体路径#,https://wx4.sinaimg.cn/large/006HYchHgy1hatlohz83wj30u013g7em.jpg,,0,0,1,vivo S1照亮你的美,,,{}
