user_name,mid,publish_time,emotion_class,risk_class,emotion_confidence,user_type_raw,node_type_3class,in_study_window
中国气象数据,4483912988530880,2020-03-18 19:40:00,M,norisk,,other,ordinary,True
陽洸仯鰰,4483913101861368,2020-03-18 19:40:00,M,norisk,,wemedia,wemedia,True
逐鹿朽年,4483913214470109,2020-03-18 19:41:00,M,norisk,,public,ordinary,True
FLOOR_Ning,4483913337007597,2020-03-18 19:41:00,M,risk,,wemedia,wemedia,True
盘活使者二零一八,4483913512795237,2020-03-18 19:42:00,M,norisk,,wemedia,wemedia,True
MingZhengC,4483913629674872,2020-03-18 19:42:00,M,norisk,,public,ordinary,True
·之后·,4483913634205797,2020-03-18 19:43:00,M,norisk,,wemedia,wemedia,True
还我溏心蛋,4483913647118995,2020-03-18 19:43:00,M,norisk,,public,ordinary,True
牵伊伊小手,4483913671580564,2020-03-18 19:43:00,M,norisk,,wemedia,wemedia,True
棒棒糖想拥有徐一宁签名照,4483913906880691,2020-03-18 19:44:00,M,risk,,wemedia,wemedia,True
水果软糖和奶茶,4483913911312269,2020-03-18 19:44:00,M,norisk,,public,ordinary,True
北京海淀法院,4483913970165125,2020-03-18 19:44:00,M,norisk,,mainstream,mainstream,True
蜡笔咔咔一,4483913978241838,2020-03-18 19:44:00,M,norisk,,public,ordinary,True
不想浪费会员随意改个名,4483913991247821,2020-03-18 19:44:00,M,risk,,wemedia,wemedia,True
盘活使者二零一八,4483914053837235,2020-03-18 19:44:00,M,norisk,,wemedia,wemedia,True
樱桃猪仔包,4483914066004533,2020-03-18 19:44:00,M,norisk,,wemedia,wemedia,True
牵伊伊小手,4483914107889610,2020-03-18 19:44:00,M,norisk,,wemedia,wemedia,True
浅笑心柔71011,4483914116583015,2020-03-18 19:44:00,M,risk,,wemedia,wemedia,True
薏米薏米酱_,4483914124738133,2020-03-18 19:44:00,M,risk,,wemedia,wemedia,True
棒棒糖想拥有徐一宁签名照,4483914162899451,2020-03-18 19:45:00,M,risk,,wemedia,wemedia,True
周至法院,4483914208988255,2020-03-18 19:45:00,M,norisk,,other,ordinary,True
Yu什么鱼,4483914217805632,2020-03-18 19:45:00,M,norisk,,public,ordinary,True
柚柚四季春啊,4483914225643750,2020-03-18 19:45:00,M,norisk,,public,ordinary,True
发呆的肖呆子,4483914733125892,2020-03-18 19:47:00,M,norisk,,wemedia,wemedia,True
薏米薏米酱_,4483914758155886,2020-03-18 19:47:00,M,norisk,,wemedia,wemedia,True
兔牙冲击啵,4483914888069233,2020-03-18 19:47:00,M,norisk,,wemedia,wemedia,True
朔州朔城区法院,4483914888467883,2020-03-18 19:47:00,M,norisk,,other,ordinary,True
山初云洛·,4483914984838328,2020-03-18 19:48:00,M,norisk,,wemedia,wemedia,True
蜡笔咔咔一,4483915035169469,2020-03-18 19:48:00,M,norisk,,public,ordinary,True
的确是funkyou了,4483915093601430,2020-03-18 19:48:00,M,risk,,public,ordinary,True
月匿于山野,4483915102611072,2020-03-18 19:48:00,M,norisk,,public,ordinary,True
青山相待1992,4483915115127366,2020-03-18 19:48:00,M,norisk,,wemedia,wemedia,True
苦茶子当饭吃,4483915132145850,2020-03-18 19:48:00,M,norisk,,wemedia,wemedia,True
山初云洛·,4483915135491714,2020-03-18 19:48:00,M,norisk,,wemedia,wemedia,True
发呆的肖呆子,4483915194859135,2020-03-18 19:49:00,M,norisk,,wemedia,wemedia,True
水瓶的世界27,4483915227699624,2020-03-18 19:49:00,M,norisk,,public,ordinary,True
牵伊伊小手,4483915228043968,2020-03-18 19:49:00,M,norisk,,wemedia,wemedia,True
三峡日报,4483915240985650,2020-03-18 19:49:00,M,norisk,,mainstream,mainstream,True
盘活使者二零一八,4483915249425912,2020-03-18 19:49:00,M,norisk,,wemedia,wemedia,True
一诺的妈,4483915315686076,2020-03-18 19:49:00,M,risk,,wemedia,wemedia,True
浙江团省委,4483915416914920,2020-03-18 19:50:00,M,norisk,,other,ordinary,True
雨花发布,4483915500401268,2020-03-18 19:50:00,M,norisk,,government,mainstream,True
不是李齐齐,4483915551049775,2020-03-18 19:50:00,M,norisk,,public,ordinary,True
啵啵虎的接班人,4483915610061525,2020-03-18 19:50:00,M,norisk,,wemedia,wemedia,True
妹性恋,4483915617708962,2020-03-18 19:50:00,M,norisk,,wemedia,wemedia,True
KUN_柠萌,4483915727300453,2020-03-18 19:51:00,M,norisk,,wemedia,wemedia,True
啵啵虎的接班人,4483915764527819,2020-03-18 19:51:00,M,norisk,,wemedia,wemedia,True
马柯楠律师,4483915790638625,2020-03-18 19:51:00,M,norisk,,wemedia,wemedia,True
崔洋cc,4483916180208492,2020-03-18 19:53:00,H,risk,,wemedia,wemedia,True
凤凰周刊,4483916415082469,2020-03-18 19:54:00,M,norisk,,mainstream,mainstream,True
飞天老男警Believe,4483916436148527,2020-03-18 19:54:00,M,norisk,,wemedia,wemedia,True
许超医生,4483916587401090,2020-03-18 19:54:00,M,norisk,,public,ordinary,True
平安江阳,4483916616909683,2020-03-18 19:54:00,M,norisk,,mainstream,mainstream,True
Adam的少华啊,4483916679864694,2020-03-18 19:55:00,M,norisk,,wemedia,wemedia,True
薏米薏米酱_,4483916741812456,2020-03-18 19:55:00,M,risk,,wemedia,wemedia,True
小迷姐不迷,4483916767243763,2020-03-18 19:55:00,M,norisk,,public,ordinary,True
萧县发布,4483916864281250,2020-03-18 19:55:00,M,norisk,,government,mainstream,True
长岛冰茶送你,4483916981249552,2020-03-18 19:56:00,M,norisk,,wemedia,wemedia,True
余年寄春水,4483917203628338,2020-03-18 19:57:00,M,norisk,,wemedia,wemedia,True
用户0526247838865,4483917308251269,2020-03-18 19:57:00,L,risk,,public,ordinary,True
彩云虹宝030,4483917354318630,2020-03-18 19:57:00,M,norisk,,wemedia,wemedia,True
太宰治的零酱,4483917858359501,2020-03-18 19:59:00,M,norisk,,wemedia,wemedia,True
1039温州交通广播,4483917861774213,2020-03-18 19:59:00,M,norisk,,mainstream,mainstream,True
WHiiunj1n_,4483917879443451,2020-03-18 19:59:00,M,norisk,,wemedia,wemedia,True
盘活使者二零一八,4483917899766431,2020-03-18 19:59:00,M,norisk,,wemedia,wemedia,True
客堂间大美美,4483918000648891,2020-03-18 20:00:00,M,risk,,wemedia,wemedia,True
凌雪综艺,4483918294083170,2020-03-18 20:01:00,M,norisk,,wemedia,wemedia,True
薏米薏米酱_,4483918331503593,2020-03-18 20:01:00,M,risk,,wemedia,wemedia,True
成都市中级人民法院,4483918613382300,2020-03-18 20:02:00,M,norisk,,other,ordinary,True
萌宠秀2020,4483918625700535,2020-03-18 20:02:00,M,risk,,wemedia,wemedia,True
FLOOR_Ning,4483918755951475,2020-03-18 20:03:00,M,risk,,wemedia,wemedia,True
临汾新闻网,4483918763601470,2020-03-18 20:03:00,M,norisk,,mainstream,mainstream,True
搞笑幽默热门段子,4483918763995349,2020-03-18 20:03:00,L,risk,,public,ordinary,True
王工选好房,4483918767949413,2020-03-18 20:03:00,M,norisk,,wemedia,wemedia,True
·酷小孩儿塔塔·,4483919036721544,2020-03-18 20:04:00,M,norisk,,wemedia,wemedia,True
鹤慕x,4483919120129645,2020-03-18 20:04:00,M,norisk,,wemedia,wemedia,True
恭喜你又发财了,4483919129214234,2020-03-18 20:04:00,M,risk,,public,ordinary,True
张子钿,4483919405432933,2020-03-18 20:05:00,M,norisk,,public,ordinary,True
独特的独白,4483919463859819,2020-03-18 20:06:00,M,norisk,,wemedia,wemedia,True
SEVENATION-爱的十七,4483919490049354,2020-03-18 20:06:00,M,norisk,,wemedia,wemedia,True
你是我的别跑啊,4483919548562560,2020-03-18 20:06:00,M,norisk,,wemedia,wemedia,True
肖小俞,4483919585889626,2020-03-18 20:06:00,L,norisk,,wemedia,wemedia,True
盘活使者二零一八,4483919611541189,2020-03-18 20:06:00,M,norisk,,wemedia,wemedia,True
月芽村小小村民,4483919623253267,2020-03-18 20:06:00,M,norisk,,wemedia,wemedia,True
齐鲁壹点,4483919648559531,2020-03-18 20:06:00,M,norisk,,mainstream,mainstream,True
时光2024fhdfjjk,4483919673909538,2020-03-18 20:07:00,M,norisk,,public,ordinary,True
环球潮流生活,4483919741481846,2020-03-18 20:07:00,M,norisk,,wemedia,wemedia,True
戴夫黄,4483919758348903,2020-03-18 20:07:00,M,risk,,public,ordinary,True
栗子不要糖炒·,4483919791819987,2020-03-18 20:07:00,M,norisk,,wemedia,wemedia,True
吃鱿鱼的小鱿鱼,4483919867009926,2020-03-18 20:07:00,M,norisk,,public,ordinary,True
黄毛秋莎,4483919913115973,2020-03-18 20:07:00,M,norisk,,public,ordinary,True
艾洛梦游记,4483919967978860,2020-03-18 20:08:00,M,risk,,wemedia,wemedia,True
学霸说保,4483920026629007,2020-03-18 20:08:00,M,risk,,public,ordinary,True
环球潮流生活,4483920038691398,2020-03-18 20:08:00,M,norisk,,wemedia,wemedia,True
不熟的同事才有事,4483920072133983,2020-03-18 20:08:00,H,norisk,,public,ordinary,True
独享壹个世界天使也無奈,4483920105597315,2020-03-18 20:08:00,M,risk,,wemedia,wemedia,True
慕暖予,4483920277943125,2020-03-18 20:09:00,M,norisk,,public,ordinary,True
TaDa_HAN,4483920424880208,2020-03-18 20:09:00,M,risk,,wemedia,wemedia,True
亮银画戟,4483920680994769,2020-03-18 20:11:00,M,risk,,wemedia,wemedia,True
金来股往,4483920718268073,2020-03-18 20:11:00,M,norisk,,wemedia,wemedia,True
承诺就是写在沙滩上旳字,4483920764188453,2020-03-18 20:11:00,M,risk,,wemedia,wemedia,True
最美村医钟晶白癜风宣传,4483920877437175,2020-03-18 20:11:00,M,norisk,,public,ordinary,True
苹果肖肖樂,4483921343293585,2020-03-18 20:13:00,M,norisk,,wemedia,wemedia,True
蜜柚春日酒,4483921456579238,2020-03-18 20:14:00,M,norisk,,wemedia,wemedia,True
金刚,4483921502686479,2020-03-18 20:14:00,M,risk,,wemedia,wemedia,True
东北财经大学,4483921544892689,2020-03-18 20:14:00,M,norisk,,other,ordinary,True
花儿红啊红,4483921565650411,2020-03-18 20:14:00,M,norisk,,public,ordinary,True
老记宋军,4483921603966011,2020-03-18 20:14:00,M,norisk,,public,ordinary,True
逆水寒山By,4483921745835529,2020-03-18 20:15:00,L,risk,,public,ordinary,True
阿双呐·,4483921851318766,2020-03-18 20:15:00,M,norisk,,wemedia,wemedia,True
在云养儿,4483921858993423,2020-03-18 20:15:00,M,risk,,public,ordinary,True
哈尔滨气象,4483921918195862,2020-03-18 20:15:00,M,norisk,,other,ordinary,True
蜜柚春日酒,4483922044255394,2020-03-18 20:16:00,M,norisk,,wemedia,wemedia,True
郑州铁路,4483922128081618,2020-03-18 20:16:00,M,norisk,,other,ordinary,True
江宁发布,4483922182339214,2020-03-18 20:16:00,M,norisk,,government,mainstream,True
懵柚日记,4483922454704985,2020-03-18 20:18:00,M,norisk,,wemedia,wemedia,True
杉何可见,4483922458911712,2020-03-18 20:18:00,L,risk,,wemedia,wemedia,True
宁波教育,4483922513434186,2020-03-18 20:18:00,M,norisk,,other,ordinary,True
当然有戏__,4483922551359416,2020-03-18 20:18:00,M,norisk,,public,ordinary,True
养乐多雪碧喝哪一个,4483922874332432,2020-03-18 20:19:00,M,norisk,,wemedia,wemedia,True
乔爸在海淀,4483922949644121,2020-03-18 20:20:00,M,norisk,,wemedia,wemedia,True
沛县发布,4483923067579223,2020-03-18 20:20:00,M,norisk,,government,mainstream,True
老记宋军,4483923084174449,2020-03-18 20:20:00,M,risk,,public,ordinary,True
中国共青团杂志,4483923263983676,2020-03-18 20:21:00,M,norisk,,mainstream,mainstream,True
夜空星川,4483923272403300,2020-03-18 20:21:00,L,risk,,wemedia,wemedia,True
炜信,4483923398252268,2020-03-18 20:21:00,M,norisk,,wemedia,wemedia,True
杉何可见,4483923679597197,2020-03-18 20:22:00,L,risk,,wemedia,wemedia,True
陕西检察,4483923750701626,2020-03-18 20:23:00,M,norisk,,mainstream,mainstream,True
祝宁珠凡颖,4483923767729515,2020-03-18 20:23:00,M,norisk,,public,ordinary,True
檀香续酒话,4483923771758742,2020-03-18 20:23:00,M,risk,,wemedia,wemedia,True
糖友程翻译,4483923813638915,2020-03-18 20:23:00,M,norisk,,public,ordinary,True
加州鸡蛋,4483923935797350,2020-03-18 20:23:00,M,risk,,public,ordinary,True
池州反邪教,4483923968688809,2020-03-18 20:24:00,M,norisk,,other,ordinary,True
越妹向前冲,4483924112108869,2020-03-18 20:24:00,M,norisk,,wemedia,wemedia,True
冬遇川崎,4483924115792804,2020-03-18 20:24:00,M,norisk,,wemedia,wemedia,True
艾洛梦游记,4483924153309419,2020-03-18 20:24:00,M,risk,,wemedia,wemedia,True
小博去哪,4483924400819156,2020-03-18 20:25:00,L,risk,,wemedia,wemedia,True
秋天里的_落叶,4483924438894047,2020-03-18 20:25:00,M,norisk,,public,ordinary,True
肉肉_Ning,4483924585508799,2020-03-18 20:26:00,M,norisk,,wemedia,wemedia,True
瓜总无处不在,4483924628076112,2020-03-18 20:26:00,M,norisk,,wemedia,wemedia,True
一只佳佳吖,4483924782330341,2020-03-18 20:27:00,L,norisk,,wemedia,wemedia,True
山东长安网,4483924954552630,2020-03-18 20:27:00,M,norisk,,mainstream,mainstream,True
懵柚日记,4483925222872615,2020-03-18 20:29:00,M,norisk,,wemedia,wemedia,True
十盐布朗,4483925311596417,2020-03-18 20:29:00,M,norisk,,wemedia,wemedia,True
唐山公安网络发言人,4483925479059606,2020-03-18 20:30:00,M,norisk,,government,mainstream,True
浙江传媒学院微博协会,4483925537222338,2020-03-18 20:30:00,M,norisk,,other,ordinary,True
艾洛梦游记,4483925592437758,2020-03-18 20:30:00,M,risk,,wemedia,wemedia,True
健康八桂,4483925885490732,2020-03-18 20:31:00,M,norisk,,other,ordinary,True
